date,property_id,property,all_time_avg,recent_avg,review_count
2026-07-04,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.81,5.0,53
2026-07-04,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-04,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,57
2026-07-05,56ad0c56-9b9f-4725-8d3c-d04866ffa21e,Loma Linda,4.82,5.0,98
2026-07-05,1f3d622b-3ec4-4219-aa93-aa5cead5a1aa,PERGOLAS 28,4.62,4.67,42
2026-07-05,e915eda4-075e-4fe2-808d-a0b2ae83b810,CASA BOQUERON,4.88,5.0,43
2026-07-05,88bf6063-a91b-4849-b573-b92d674c0d77,PERGOLAS 5,4.68,4.67,28
2026-07-05,1f7c502a-dc5d-4854-9877-31f6b4f380d4,ESCALONIA,4.88,5.0,48
2026-07-05,3a936ec6-c1ea-4e2b-bcaf-cac4a4735e44,BARBAZAN,2.33,2.33,3
2026-07-05,e7ce3ceb-4024-4b23-a76e-bca8638f68a9,FLORIDA,5.0,5.0,10
2026-07-05,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.81,5.0,53
2026-07-05,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-05,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,57
2026-07-06,56ad0c56-9b9f-4725-8d3c-d04866ffa21e,Loma Linda,4.81,5.0,97
2026-07-06,1f3d622b-3ec4-4219-aa93-aa5cead5a1aa,PERGOLAS 28,4.62,4.67,42
2026-07-06,e915eda4-075e-4fe2-808d-a0b2ae83b810,CASA BOQUERON,4.88,5.0,43
2026-07-06,88bf6063-a91b-4849-b573-b92d674c0d77,PERGOLAS 5,4.68,4.67,28
2026-07-06,1f7c502a-dc5d-4854-9877-31f6b4f380d4,ESCALONIA,4.88,5.0,48
2026-07-06,3a936ec6-c1ea-4e2b-bcaf-cac4a4735e44,BARBAZAN,2.33,2.33,3
2026-07-06,e7ce3ceb-4024-4b23-a76e-bca8638f68a9,FLORIDA,5.0,5.0,10
2026-07-06,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.81,5.0,54
2026-07-06,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-06,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,57
2026-07-07,56ad0c56-9b9f-4725-8d3c-d04866ffa21e,Loma Linda,4.81,5.0,97
2026-07-07,1f3d622b-3ec4-4219-aa93-aa5cead5a1aa,PERGOLAS 28,4.62,4.67,42
2026-07-07,e915eda4-075e-4fe2-808d-a0b2ae83b810,CASA BOQUERON,4.88,5.0,43
2026-07-07,88bf6063-a91b-4849-b573-b92d674c0d77,PERGOLAS 5,4.68,4.67,28
2026-07-07,1f7c502a-dc5d-4854-9877-31f6b4f380d4,ESCALONIA,4.88,5.0,48
2026-07-07,3a936ec6-c1ea-4e2b-bcaf-cac4a4735e44,BARBAZAN,2.33,2.33,3
2026-07-07,e7ce3ceb-4024-4b23-a76e-bca8638f68a9,FLORIDA,5.0,5.0,10
2026-07-07,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.81,5.0,54
2026-07-07,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-07,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,57
2026-07-08,56ad0c56-9b9f-4725-8d3c-d04866ffa21e,Loma Linda,4.81,5.0,97
2026-07-08,1f3d622b-3ec4-4219-aa93-aa5cead5a1aa,PERGOLAS 28,4.62,4.67,42
2026-07-08,e915eda4-075e-4fe2-808d-a0b2ae83b810,CASA BOQUERON,4.89,5.0,44
2026-07-08,88bf6063-a91b-4849-b573-b92d674c0d77,PERGOLAS 5,4.68,4.67,28
2026-07-08,1f7c502a-dc5d-4854-9877-31f6b4f380d4,ESCALONIA,4.88,5.0,48
2026-07-08,3a936ec6-c1ea-4e2b-bcaf-cac4a4735e44,BARBAZAN,2.33,2.33,3
2026-07-08,e7ce3ceb-4024-4b23-a76e-bca8638f68a9,FLORIDA,5.0,5.0,10
2026-07-08,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.82,5.0,55
2026-07-08,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-08,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,57
2026-07-09,56ad0c56-9b9f-4725-8d3c-d04866ffa21e,Loma Linda,4.81,5.0,97
2026-07-09,1f3d622b-3ec4-4219-aa93-aa5cead5a1aa,PERGOLAS 28,4.62,4.67,42
2026-07-09,e915eda4-075e-4fe2-808d-a0b2ae83b810,CASA BOQUERON,4.89,5.0,44
2026-07-09,88bf6063-a91b-4849-b573-b92d674c0d77,PERGOLAS 5,4.68,4.67,28
2026-07-09,1f7c502a-dc5d-4854-9877-31f6b4f380d4,ESCALONIA,4.88,5.0,48
2026-07-09,3a936ec6-c1ea-4e2b-bcaf-cac4a4735e44,BARBAZAN,2.33,2.33,3
2026-07-09,e7ce3ceb-4024-4b23-a76e-bca8638f68a9,FLORIDA,5.0,5.0,10
2026-07-09,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.82,5.0,55
2026-07-09,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-09,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,57
2026-07-10,56ad0c56-9b9f-4725-8d3c-d04866ffa21e,Loma Linda,4.81,5.0,97
2026-07-10,1f3d622b-3ec4-4219-aa93-aa5cead5a1aa,PERGOLAS 28,4.58,4.0,43
2026-07-10,e915eda4-075e-4fe2-808d-a0b2ae83b810,CASA BOQUERON,4.89,5.0,45
2026-07-10,88bf6063-a91b-4849-b573-b92d674c0d77,PERGOLAS 5,4.68,4.67,28
2026-07-10,1f7c502a-dc5d-4854-9877-31f6b4f380d4,ESCALONIA,4.88,5.0,48
2026-07-10,3a936ec6-c1ea-4e2b-bcaf-cac4a4735e44,BARBAZAN,2.33,2.33,3
2026-07-10,e7ce3ceb-4024-4b23-a76e-bca8638f68a9,FLORIDA,5.0,5.0,10
2026-07-10,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.82,5.0,55
2026-07-10,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-10,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,57
2026-07-11,56ad0c56-9b9f-4725-8d3c-d04866ffa21e,Loma Linda,4.81,5.0,97
2026-07-11,1f3d622b-3ec4-4219-aa93-aa5cead5a1aa,PERGOLAS 28,4.59,4.33,44
2026-07-11,e915eda4-075e-4fe2-808d-a0b2ae83b810,CASA BOQUERON,4.89,5.0,45
2026-07-11,88bf6063-a91b-4849-b573-b92d674c0d77,PERGOLAS 5,4.68,4.67,28
2026-07-11,1f7c502a-dc5d-4854-9877-31f6b4f380d4,ESCALONIA,4.88,5.0,48
2026-07-11,3a936ec6-c1ea-4e2b-bcaf-cac4a4735e44,BARBAZAN,2.33,2.33,3
2026-07-11,e7ce3ceb-4024-4b23-a76e-bca8638f68a9,FLORIDA,5.0,5.0,10
2026-07-11,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.82,5.0,55
2026-07-11,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-11,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,57
2026-07-12,56ad0c56-9b9f-4725-8d3c-d04866ffa21e,Loma Linda,4.82,5.0,98
2026-07-12,1f3d622b-3ec4-4219-aa93-aa5cead5a1aa,PERGOLAS 28,4.59,4.33,44
2026-07-12,e915eda4-075e-4fe2-808d-a0b2ae83b810,CASA BOQUERON,4.89,5.0,45
2026-07-12,88bf6063-a91b-4849-b573-b92d674c0d77,PERGOLAS 5,4.68,4.67,28
2026-07-12,1f7c502a-dc5d-4854-9877-31f6b4f380d4,ESCALONIA,4.88,5.0,49
2026-07-12,3a936ec6-c1ea-4e2b-bcaf-cac4a4735e44,BARBAZAN,2.33,2.33,3
2026-07-12,e7ce3ceb-4024-4b23-a76e-bca8638f68a9,FLORIDA,5.0,5.0,10
2026-07-12,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.82,5.0,55
2026-07-12,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-12,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,57
2026-07-13,56ad0c56-9b9f-4725-8d3c-d04866ffa21e,Loma Linda,4.82,5.0,98
2026-07-13,1f3d622b-3ec4-4219-aa93-aa5cead5a1aa,PERGOLAS 28,4.59,4.33,44
2026-07-13,e915eda4-075e-4fe2-808d-a0b2ae83b810,CASA BOQUERON,4.89,5.0,45
2026-07-13,88bf6063-a91b-4849-b573-b92d674c0d77,PERGOLAS 5,4.68,4.67,28
2026-07-13,1f7c502a-dc5d-4854-9877-31f6b4f380d4,ESCALONIA,4.88,5.0,49
2026-07-13,3a936ec6-c1ea-4e2b-bcaf-cac4a4735e44,BARBAZAN,2.33,2.33,3
2026-07-13,e7ce3ceb-4024-4b23-a76e-bca8638f68a9,FLORIDA,5.0,5.0,10
2026-07-13,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.82,5.0,55
2026-07-13,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-13,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,57
2026-07-14,56ad0c56-9b9f-4725-8d3c-d04866ffa21e,Loma Linda,4.82,5.0,98
2026-07-14,1f3d622b-3ec4-4219-aa93-aa5cead5a1aa,PERGOLAS 28,4.53,3.33,45
2026-07-14,e915eda4-075e-4fe2-808d-a0b2ae83b810,CASA BOQUERON,4.89,5.0,45
2026-07-14,88bf6063-a91b-4849-b573-b92d674c0d77,PERGOLAS 5,4.68,4.67,28
2026-07-14,1f7c502a-dc5d-4854-9877-31f6b4f380d4,ESCALONIA,4.88,5.0,49
2026-07-14,3a936ec6-c1ea-4e2b-bcaf-cac4a4735e44,BARBAZAN,2.33,2.33,3
2026-07-14,e7ce3ceb-4024-4b23-a76e-bca8638f68a9,FLORIDA,5.0,5.0,10
2026-07-14,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.82,5.0,56
2026-07-14,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-14,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,57
2026-07-15,56ad0c56-9b9f-4725-8d3c-d04866ffa21e,Loma Linda,4.82,5.0,98
2026-07-15,1f3d622b-3ec4-4219-aa93-aa5cead5a1aa,PERGOLAS 28,4.53,3.33,45
2026-07-15,e915eda4-075e-4fe2-808d-a0b2ae83b810,CASA BOQUERON,4.89,5.0,45
2026-07-15,88bf6063-a91b-4849-b573-b92d674c0d77,PERGOLAS 5,4.68,4.67,28
2026-07-15,1f7c502a-dc5d-4854-9877-31f6b4f380d4,ESCALONIA,4.88,5.0,49
2026-07-15,3a936ec6-c1ea-4e2b-bcaf-cac4a4735e44,BARBAZAN,2.33,2.33,3
2026-07-15,e7ce3ceb-4024-4b23-a76e-bca8638f68a9,FLORIDA,5.0,5.0,10
2026-07-15,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.82,5.0,56
2026-07-15,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-15,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,57
2026-07-16,56ad0c56-9b9f-4725-8d3c-d04866ffa21e,Loma Linda,4.82,5.0,98
2026-07-16,1f3d622b-3ec4-4219-aa93-aa5cead5a1aa,PERGOLAS 28,4.53,3.33,45
2026-07-16,e915eda4-075e-4fe2-808d-a0b2ae83b810,CASA BOQUERON,4.89,5.0,45
2026-07-16,88bf6063-a91b-4849-b573-b92d674c0d77,PERGOLAS 5,4.68,4.67,28
2026-07-16,1f7c502a-dc5d-4854-9877-31f6b4f380d4,ESCALONIA,4.88,5.0,49
2026-07-16,3a936ec6-c1ea-4e2b-bcaf-cac4a4735e44,BARBAZAN,2.33,2.33,3
2026-07-16,e7ce3ceb-4024-4b23-a76e-bca8638f68a9,FLORIDA,5.0,5.0,10
2026-07-16,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.82,5.0,56
2026-07-16,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-16,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,58
2026-07-17,56ad0c56-9b9f-4725-8d3c-d04866ffa21e,Loma Linda,4.81,5.0,97
2026-07-17,1f3d622b-3ec4-4219-aa93-aa5cead5a1aa,PERGOLAS 28,4.53,3.33,45
2026-07-17,e915eda4-075e-4fe2-808d-a0b2ae83b810,CASA BOQUERON,4.89,5.0,45
2026-07-17,88bf6063-a91b-4849-b573-b92d674c0d77,PERGOLAS 5,4.68,4.67,28
2026-07-17,1f7c502a-dc5d-4854-9877-31f6b4f380d4,ESCALONIA,4.88,5.0,49
2026-07-17,3a936ec6-c1ea-4e2b-bcaf-cac4a4735e44,BARBAZAN,2.33,2.33,3
2026-07-17,e7ce3ceb-4024-4b23-a76e-bca8638f68a9,FLORIDA,5.0,5.0,10
2026-07-17,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.82,5.0,57
2026-07-17,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-17,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,58
2026-07-18,56ad0c56-9b9f-4725-8d3c-d04866ffa21e,Loma Linda,4.81,5.0,97
2026-07-18,1f3d622b-3ec4-4219-aa93-aa5cead5a1aa,PERGOLAS 28,4.53,3.33,45
2026-07-18,e915eda4-075e-4fe2-808d-a0b2ae83b810,CASA BOQUERON,4.89,5.0,45
2026-07-18,88bf6063-a91b-4849-b573-b92d674c0d77,PERGOLAS 5,4.68,4.67,28
2026-07-18,1f7c502a-dc5d-4854-9877-31f6b4f380d4,ESCALONIA,4.88,5.0,50
2026-07-18,3a936ec6-c1ea-4e2b-bcaf-cac4a4735e44,BARBAZAN,2.33,2.33,3
2026-07-18,e7ce3ceb-4024-4b23-a76e-bca8638f68a9,FLORIDA,5.0,5.0,10
2026-07-18,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.82,5.0,57
2026-07-18,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-18,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,58
